회사명,지원기간,공고명,직무내용,자격요건,우대조건,경력조건,기술 스택,출처 URL,복지
아마존웹서비시즈코리아,"마감일
상시",Data Center Operations Technician,devops/시스템 엔지니어,"• More than 2 years of IT infrastructure or data center experience
• Basic understanding of data center facilities
• Basic understanding of Linux/Unix Administration
• Server Hardware Troubleshooting and hands-on experience
• Experience in Network Protocols: TCP/IP, Ethernet, L2/L3 technologies
• Network Hardware: Copper, Optical Fiber Cabling, Switches and Routers etc.
• Experience with task tracking, prioritization and escalation procedures
• Strong communication skills
• Language: Basic level of English reading/writing skills (Korean is mandatory)
• BA/BS in technical field or equivalent practical experience
• Passionate about IT infrastructure and hardware
• Applicants must have valid work authorization in Korea
• Applicants must not have restriction of traveling abroad
• This role involves covering 24x7 shift rotation
*Due to the nature of the work, the work area may change. (within Seoul metropolitan area)

• 2년 이상의 IT 인프라 또는 데이터센터 실무 경험 보유
• 데이터센터 설비에 대한 기본적인 이해
• 리눅스 / 유닉스 관리에 대한 높은 수준의 이해
• 서버 HW 이슈 해결 및 실무 경험
• 네트워크 프로토콜 경험 : TCP / IP, 이더넷, L2 / L3 기술
• 네트워크 하드웨어 : 구리, 광섬유 케이블 링, 스위치 및 라우터 등
• 언어: 기본적인 영어 의사소통 (읽기/쓰기) 능력. (한국어 능력 필수)
• 관련 분야 학사 학위 보유자 혹은 이와 유사한 수준의 경험 보유
• IT 인프라 및 하드웨어에 대한 열정
• 국내법상 한국내에서 취업 가능자
• 해외여행 결격 사유가 없는자
• 24X7 교대 근무 가능하신 분
*업무 특성 상, 근무지역이 변경될 수 있습니다. (수도권 내)","• Data center operation experience
• Linux certification and/or administration experience
• RHCSA/RHCE, LPIC, Linux+
• Network certification: CCENT/CCNA, Network+
• 2+ year experience in troubleshooting server hardware issues from multiple vendors
• Scripting skills: Bash, Python, Perl, etc.
• Project coordination/management experience
• Language: Business level of English communication skills

• 데이터 센터 운영 경험
• Linux 인증 및 / 또는 관리 경험: RHCSA / RHCE, LPIC, Linux +
• 네트워크 인증: CCENT / CCNA, 네트워크 +
• 2년 이상의 서버 하드웨어 문제 해결 경험
• 스크립팅 기술: Bash, Python, Perl 등 보유자 - 프로젝트 관리 경험
• 언어: Business Level 이상의 영어 커뮤니케이션 능력 보유자","경력
경력 2~10년","Linux
Network
TCP/IP
L2
L3
Python
Perl
RHCSA
Ccna
HW",https://www.jumpit.co.kr/position/17791,"• 휴가: 연차휴가, 출산휴가, 육아휴가, 병가 등의 휴가제도를 운영하고 있습니다.
• 통신/교통: 직무에 따라 휴대전화 사용 비용 및 주차비용을 지원합니다.
• 경력개발: 영어 학습 등 경력개발에 대한 비용을 지원합니다.
• 건강검진: 연 1회 종합건강검진 혜택이 있습니다.
• 단체보험: 재해 및 질병 관련 보험을 지원합니다.
• 근로자 지원 : 본인/가족을 위한EAP(Employee Assistant Program) 프로그램을 운영합니다.
• 경조 지원: 결혼, 장례 등 경조사를 지원합니다.
※ 처우 및 복지혜택은 회사 사정에 따라 변경될 수 있습니다."
엑스페릭스,"마감일
상시",IT 인프라 관리자,devops/시스템 엔지니어,"• 업무 진행함에 창조적이고 열정적인 도전자 
• M365 (Azure) 관리 경험자","• Batch를 통한 서버 자동화 구현
• 오픈 소스 SMS (Server Management System) 경험자","경력
경력 10~15년","Windows Server
Linux
Ubuntu
CentOS
Firewall
VPN
Microsoft Office 365
AZURE",https://www.jumpit.co.kr/position/17417,"• 4.5일제 (금요일 4시간 근무)
• 시차출근제도 (8시~10시 사이 자율출근)
• 네이버포인트 연 120만원 지급 / 자기계발비 연 180만원 지원 중 택1
• 이주비 100만원 지원 (오피스 근방 이주시)
• 생활안정자금 매월 30만원 지원 (오피스 근방 이주시 2년간)
• 양육비 및 학자금 지원
• 경조금 지급
• 무이자 주택 대출 지원
• 재직자 내일채움공제 지원
• 사내 어학 아카데미 운영
• 리조트 지원
• 스낵바 운영 (음료, 커피, 시리얼, 제과 등)
• 건강검진, 예방접종 지원
• 문화/레저생활 지원"
오비오,"마감일
상시",DevOps/시스템 엔지니어 채용,devops/시스템 엔지니어,• System Interface 유경험자,"• ERP(영림원) 사용가능자
• 동종업계 경력자 우대","경력
경력 5~15년","ERP
ASP.NET
C#
Java
JavaScript
MSSQL",https://www.jumpit.co.kr/position/15925,"• 건강검진, 각종 경조사 지원
• 생일선물
• 휴게실, 유니폼지급, 사무용품지급
• 연차, 반차, 여름휴가, 근로자의 날 휴무
• 퇴직연금
• 교육비 지원
• 중/석식 제공
• 회식강요 안함, 자유로운 연차사용, 자유복장
• 통근버스 운영"
스윗코리아,"마감일
상시",클라우드 엔지니어 Cloud Engineer (3년이상),devops/시스템 엔지니어,"• 3년이상의 Public Cloud를 이용한 시스템 구축 및 운영 경력이 있으신 분 (신입지원불가)
• 나이/성별/학력/전공 무관
• 클라우드환경에서 서비스 운영경험이 있으신 분
• 다양한 OS 기반 서비스 구축, 운영 경험이 있으신 분
• GCP환경 내 인프라운영경험이 있으신 분","• 스크립트 언어 활용 능력 보유한 분
• GCP 환경 서비스 구축, 운영 경험
• 소프트웨어 개발 라이프사이클에 대한 지식을 보유하신 분
• 대규모 클라우드 시스템 자동화 경력
• 고가용성, 확장성을 다룬 시스템 설계, 구축, 운영 경험
• MSA 아키텍쳐 운영 경력
• 가상화에 대한 이해 및 경험","경력
경력 3~15년","ips
aws waf
linux
git
terraform
kubernetes
gcp
google cloud platform",https://www.jumpit.co.kr/position/15115,"• 유연 근무제 운영
 - 8시~10시 출근, 5시~7시 퇴근
• 여유로운 1시간 30분 점심시간 
• 식대지원
 - 식사&커피 값은 회사에서 책임져요
• 상호존중 조직문화
 - 영어이름 소통 및 수평적 근무환경
• 맥북프로CTO 등 최고사양의 업무 장비제공
• 자기계발비 지원
 - 개인의 발전은 스윗의 발전이에요 
• 연차, 반차, 반반차 제도 운영
• 삼성중앙역 도보 10초 거리 위치 
• 회사 별도 휴일 운영
• 3년/5년/10년 근속자 유급 휴가 지원
• 전 직원 100만원 상당 프리미엄 건강검진 지원
• 명절 상여 및 경조사비 지원
• 생일휴가&선물, 결혼시 유급 휴가
 - 직원의 기쁜날엔 스윗이 축하해요 
• 각종 직무 관련 세미나, 컨퍼런스 참여, 업무 관련 도서 구매 지원

✔이 중 최고의 복지는 글로벌 기업에서 훌륭한 스윗 동료들과 함께 성장한다는 것입니다."
비씨랩스,"마감일
상시",[4-10년] Blockchain DevOps,devops/시스템 엔지니어,"*** 포트폴리오 / Github 필수 제출 부탁드립니다. ***

• Ethereum 네트워크에서 트랜잭션을 생성하고 데이터를 조회해본 경험을 보유하신 분
• Solidity 등을 이용한 Ethereum 스마트 컨트랙트 개발 경험이 있으신 분
• 기획/디자인/백엔드/운영 등 다양한 파트와 커뮤니케이션에 능숙하신 분
• 주도적인 일정 관리에 능하신 분","• 블록체인 기술에 대한 관심과 이해도가 높으신 분
• 새로운 기술 습득에 두려움을 느끼지 않는 분
• cryptocurrency wallet 개발, 운영 경험이 있으신 분
• Ethereum 혹은 Solana 동작 방식에 대한 이해도가 높으신 분","경력
경력 4~10년","Blockchain
Solidity
AWS",https://www.jumpit.co.kr/position/17200,"[혜택 및 복지] 
• 금융투자 관련 지식이 자동으로 올라갑니다! 
• 복지는 기본에 충실히! 실질적이고 당연한 복지! 
• 4대 보험, 경조사비, 월차, 연차 및 추가휴가 당연히 있습니다! 
• 음주 회식 문화 없습니다! (회식은 자유롭게) 
• 장비병 오지 않도록 최신 디바이스 및 모니터 지원합니다! 
• 업무 및 자기개발 관련한 교육, 세미나, 컨퍼런스라면 감사한 마음으로 지원합니다! 
• 회사특성상 투자지원금 약 100불 상당의 현금성 복지비 지원합니다! 

[근무시간 및 지역] 
• 근무시간: 주5일 탄력근무제 (필수 근무시간 10:00 ~ 17:00), 필수 근무시간 앞뒤로 2시간은 출퇴근 시간 본인 자유 
• 근무지역: 선릉 본사 (선릉역 연결 / 지하철에서 내리자마자 사무실이 바로 연결)"
벤디스,"마감일
상시",DevOps 담당자 (5년 이상),devops/시스템 엔지니어,"• 경력 5년 이상
• AWS 구축 및 운영 능력
• CI/CD 구축 및 운영 능력
• Terraform 활용 능숙자
• Docker 활용 능숙자
• Network 지식 보유","• 서비스 플랫폼 유경험자 
• 컴퓨터 관련학과 학사 이상
• GCP, Azure 등 다양한 클라우드 서비스 활용 경험
• Kubernetes 구축 및 운영 경험
• Ansible, datadog 활용 능숙자","경력
경력 5~8년","AWS
Terraform
Docker
Network
GCP
AZURE",https://www.jumpit.co.kr/position/17555,"[업무환경]
• Slack, Jira, Confluence, Jenkins, AWS, Github
• Figma를 통해 협업합니다.
• 직급에 상관없이 님으로 호칭하는 수평문화
• 기획, 디자인의 분리된 프로세스가 아닌 팀으로의 협업
• 이유 없는 야근은 사절
• Macbook Pro + Monitor 제공
• Intellij All Product 라이센스 제공

[복지]
• 식권대장으로 점심 식대 지원
• 식권대장 답게 점심시간은 1시간 30분
• 매주 금요일은 5시에 퇴근
• 결혼기념일, 생일, 학부모 면담 시 점심 먹고 퇴근
• 냉장고 음료는 항시 가득
• 승인절차 없는 자유로운 연차 사용"
스윗코리아,"마감일
상시",클라우드 엔지니어 (팀리더),devops/시스템 엔지니어,"• 클라우드팀 리딩경험 포함 및 강력한 기술 역량을 갖춘 10년이상의 IT경험
• 3년이상의 Public Cloud를 이용한 시스템 구축 및 운영 경험
• 클라우드 공급자별 기능과 방식에 대한 기반 지식 보유
• 고가용성, 확장성을 다룬 시스템 설계, 구축, 운영 경험 보유
• Linux 구성 관리 기능(SVN, Git) 및 패키지 관리자(RPM, YUM) 사용 경험
• 네트워크 관리(IPS, IDS, WAF, L2, L3, L4, L7 스위치) 경험
• 나이/성별/학력/전공 무관","• 스크립트 언어 활용 능력 보유한 분
• 소프트웨어 개발 라이프사이클에 대한 지식을 보유하신 분
• GCP 환경 서비스 구축, 운영 경험
• 대규모 클라우드 시스템 자동화 경력
• MSA 아키텍쳐 운영 경력
• 가상화에 대한 이해 및 경험","경력
경력 10~15년","ips
aws waf
l2
l3
l4
l7
linux
git
gcp",https://www.jumpit.co.kr/position/15114,"• 유연 근무제 운영
 - 8시~10시 출근, 5시~7시 퇴근
• 여유로운 1시간 30분 점심시간 
• 식대지원
 - 식사&커피 값은 회사에서 책임져요
• 상호존중 조직문화
 - 영어이름 소통 및 수평적 근무환경
• 맥북프로CTO 등 최고사양의 업무 장비제공
• 자기계발비 지원
 - 개인의 발전은 스윗의 발전이에요 
• 연차, 반차, 반반차 제도 운영
• 삼성중앙역 도보 10초 거리 위치 
• 회사 별도 휴일 운영
• 3년/5년/10년 근속자 유급 휴가 지원
• 전 직원 100만원 상당 프리미엄 건강검진 지원
• 명절 상여 및 경조사비 지원
• 생일휴가&선물, 결혼시 유급 휴가
 - 직원의 기쁜날엔 스윗이 축하해요 
• 각종 직무 관련 세미나, 컨퍼런스 참여, 업무 관련 도서 구매 지원

✔이 중 최고의 복지는 글로벌 기업에서 훌륭한 스윗 동료들과 함께 성장한다는 것입니다."
지니언스,"마감일
상시",Cloud 운영 개발자 모집,devops/시스템 엔지니어,"• Shell Script 작성(개발) 가능.
• AWS / Azure등 Cloud Infra 사용경험
• Linux를 사용한 경험","• Container 기반 Infra(Docker,kubernetes 등) 사용 경험
• Terraform을 이용한 CSP Infra 관리 경험","경력
신입~5년","Kubernetes
AWS
Linux
Docker
Terraform",https://www.jumpit.co.kr/position/15975,"• 자기 계발비 150만원(연간)
• 건강, 의료 복지비 연간 100만원 (연간)
• 개발직 연구수당 별도 지급
• 본인 및 가족 1인 건강검진 지원
• 인센티브 및 자격 수당
• 경조휴가 및 특별휴가 지원
• 중식, 석식 (사내 식당, 식권) 및 간식 제공
• 사내 카페(간식, 음료, 안마의자 등) 무료 운영
• 패밀리데이(매월 넷째주 금요일 16시 퇴근) 운영 
• 주차장 주차비 지원 제도 운영
• 골프, 리조트 회원권 운영
• 유연근무제(재택, 시차출퇴근제 등) 운영
• 사내 문고 운영
• 동호회 운영
• 중소기업취업청년소득세감면 등 청년 정부 사업 가능
• 경조사 및 명절/기념일 지원 등"
시스콘,"마감일
상시",AMR System & Platform Engineer/Researcher,devops/시스템 엔지니어,"• 석사 이상의 학력 혹은 3년 이상의 경력
• 컴퓨터 공학, 로봇 공학, 산업 공학 등 관련 기술 분야 경험
• C++ / python 개발자
• 객체지향, 디자인 패턴에 대한 이해 및 구현 능력
• 아키텍쳐 설계/개발 경험
• 팀 리딩, 개발 리딩에 경험이 있는 자
• 관련 기술 개발 실무 및 리딩 경험이 있는 분","• 로봇 시스템 설계 경험자
• ROS/ROS2 경험자
• 로봇 미들웨어 경험자
• 무선환경에서 1대 n 통신 경험자
• Docker 기반 서비스 개발 경험자
• CI/CD 경험자
• 소스 암호화, 보안 관련 지식 보유
• Linux(Ubuntu) OS기반 운용 프로그램 개발 경험자","경력
신입~3년","ROS
Docker
OpenCV
AI/인공지능
MachineLearning
DeepLearning
C++
Python
Linux
Ubuntu",https://www.jumpit.co.kr/position/11839,"• 근무형태 : 정규직(수습기간) - 3개월
• 근무일시 : 주 5일(월~금) 오전 9시~오후 6시
• 근무지역 : (22851) 인천 서구 로봇랜드로 155-30 로봇랜드 로봇연구소 4층(청라동)"
이마고웍스,"마감일
상시",DevSecOps Engineer,devops/시스템 엔지니어,"• 컴퓨터 공학, IT 보안 또는 관련 분야의 학사 학위가 있는 분
• DevOps 및/또는 IT 보안 역할에서 3년 이상의 경험이 있는 분
• 스크립팅 언어(예: Python, Bash)와 인프라 코드(예: Terraform, Ansible) 경험이 있는 분
• CI/CD 도구(예: Jenkins, GitLab, CI/CD)와 버전 관리(예: Git) 경험이 있는 분
• 클라우드 환경(AWS, GCP, Azure) 및 해당 보안 서비스에 대한 지식이 있는 분
• 보안 프레임워크와 표준(예: ISO 27001, NIST)에 대한 이해가 있는 분
• 네트워킹 및 보안 개념, 기술, 프로토콜에 대한 강력한 이해가 있는 분
• 탁월한 분석, 문제 해결, 의사결정 능력이 있는 분","• CISSP, CISM, CCSP 자격증을 보유하신 분
• 클라우드 환경의 보안 아키텍처 설계, 보안 인프라를 구축하고 운영한 경험이 있는 분
• 클라우드 환경 SIEM 구축 경험이 있는 분
• 클라우드 환경 인프라 구축 경험이 있는 분","경력
경력 3~10년","Ddos
IPS
Python
Terraform
Ansible
Git
AWS
Jenkins
GCP
AZURE
CISSP",https://www.jumpit.co.kr/position/17983,"직원이 편해야 회사가 잘된다!
• 수평적인 조직 문화
• 자율 출퇴근제 운영
• 자유 복장 (반바지, 모자, 슬리퍼 등등 모두 OK!)
• 신사역 도보 3분 거리 
• 듀오백, 듀얼 모니터, 모니터암 등 제공 
 
아낌없이 주는 회사!
• 점심 식대 지원 / (필요시) 저녁 식대 지원
• 맛있는 스낵, 쿠키, 음료 등 간식 무한 제공
• 커피 무한 제공
• 입사 시 Welcome Kit 지급
• 업무에 필요한 사무용품 제공
• 생일 선물로 상품권 및 오후반차 지급
• 입사기념일 선물 지급
• 입사 후 당해 유급휴가 선부여
• 경조사 휴가 지급
• 장기 근속 휴가 제공 
• 명절선물 지급
• 임차료 및 교통비 일부 지원
 
Work Life Balance!
• 팀원의 성장은 팀의 성장! 도서, 온라인 강의, 화상 영어 교육 등 자기 계발 지원!
• 스포츠, 문화 생활 등 사내 동아리 활동 지원
• 팀웍 향상을 위한 팀별 컬쳐 데이 운영
• 건강검진 지원"
이커넥트,"마감일
상시",[이커넥트] ARS 개발자 모집,devops/시스템 엔지니어,"• ARS 시스템 실개발 경력 3년 이상
• 060 ARS 시스템(유료전화 과금 시스템) 이해도 있으신 분
• ARI(Asterisk REST Interface)를 다루어보거나 개발해보신 분
• 정보/무선/통신 관련 계열 자격증 (정보통신기사, 정보기기운용기능사 등)","• 책임감 있으신 분
• 060 ARS 업계의 경력이 있으신 분","경력
경력 3~7년",Network,https://www.jumpit.co.kr/position/14484,"• 이커넥트의 조직문화
- 모든 구성원들에는 기회가 열려있으며, 그 속에서 자율과 책임을 가지고 있습니다.
- 다양하고 새로운 시도를 통해서 놀라운 성장을 경험할 수 있습니다.
- 성공의 시작에 합류하여 함께 큰 그림을 그려 나가실 수 있습니다.
- 동료들과 선한 영향력을 주고받으며 서로에게 배움을 공유합니다.

• 이커텍트에서 누릴 수 있는 혜택
- 구성원들이 자기 계발을 할 수 있도록 교육&도서를 지원합니다.
- 자유로운 연차/반차 사용으로 쉴 때는 확실하게 쉬어갑니다.
- 사주나루를 통해서 점술가 무료 컨설팅을 받을 수 있습니다.
- 명절 상여금, 경조사 지원, 중식 지원 등의 다양한 복지가 갖춰져 있습니다."
알라딘커뮤니케이션,"마감일
2023-07-16",정보보호팀 IT운영 담당,devops/시스템 엔지니어,"• 관련 분야 경력 3~5년
• 클라우드 운영 경력(Azure, Aws, GCP 등)
• 온프레미스 운영 경력 - 서버, 네트워크, 접근제어, PMS, UTM 등
• Shell Script 구현 경험
• 장애 대응 및 개선 경험
• 원활한 커뮤니케이션 보유자
• 관련 자격증 보유자 - AWS, Azure, 정보처리기사 등","• 클라우드 환경 도입 및 구축 경험자
• 가상화 및 컨테이너 기반 서비스 운영 경험
• 시스템 자동화 배포 솔루션 운영 경험
• 보안점검 및 보안성 검토 경험
• ISMS/ISMS-P 대응 경험","경력
경력 3~5년","AWS
AZURE
GCP",https://www.jumpit.co.kr/position/17830,"• 자기계발비 월 10만원, 년 만근시 최대 150만원 지급
• 성과급 분기 및 년 지급(PI, PS) 
• 명절 선물
• 1/4차, 반차 제도 운영
• 근로자 휴가지원사업 참여
• 평상복 착용"
롯데정보통신,"마감일
2023-07-19",[백화점IS팀] POS 시스템 운영,devops/시스템 엔지니어,"• C# .Net, Kotlin, MS-SQL 등 활용 프로그래밍 역량
• 시스템 운영 경험
　- 데이터베이스 운영
　- 장애관리
　- DB, 서버, WAS 등 로그 분석
 - Application, DB, 서버 등 로그 분석
• 리테일 장비(POS/KIOSK) 이해","• 오프라인 결제시스템(POS, 키오스크, 서버 등) 개발 및 운영경험","경력
경력 2~5년","C#
.NET
Kotlin
MSSQL",https://www.jumpit.co.kr/position/17905,"• 건강 · 생활 · 여가 · 자기개발 지원 제도
• 선택적 근무시간제 (Core Time 외 출/퇴근시간 자율 조정)
• 안식휴가 제도
• 선택적 복리후생 (복지포인트) 등"
케이웨더,"마감일
2023-08-13",[청년친화강소기업] 케이웨더㈜ 데브옵스 채용,devops/시스템 엔지니어,"• 도커/쿠버네티스 클러스터 구축 경험자
• CI/CD 구축 경험자","• 빅데이터 플랫폼 구축 및 운영 경험자(하둡, HBase)
• EFP 환경 구축 및 운영 경험자
• 전산관련 전공자","경력
신입~10년","Docker
Kubernetes
K8S
Hadoop
HBase",https://www.jumpit.co.kr/position/17981,"• 자유로운 반차, 연차
• 자율 복장
• 패밀리데이
• 내일채움공제
• 각종 경조사 지원
• 휴게실 (커피머신 구비 및 커피, 차 제공)
• 야근, 주말 근무 시 식대 지원
• 명절 선물 지급
• 생일 축하금 지원
• 더블/트리플 모니터
• 병역특례(보충역)
• 사내대출제도
• 백신유급휴가
• 남성 출산휴가
• 자사 제품 구매시 할인"
쓰리아이,"마감일
상시",Infra/DevOps Engineer,devops/시스템 엔지니어,"• 3+ years of DevOps experience
• Anyone with AWS experience
• Anyone who understands and has experience using Kubernetes
• Anyone with experience using Terraform
• Anyone with AWS EKS operational experience",-,"경력
경력 3~20년","AWS
Kubernetes
Terraform",https://www.jumpit.co.kr/position/17710,"• Lunch allowances
• Employee stock options can be offered depending on the position
• Employee long service award
• Monthly MVP awards 
• Annual health check up program 
• Freedom with clothing
• Overtime meal allowances
• Gifts provided on special days 
• 3i Snack Bar
• Incentives given based on the company profit, growth, and individual performance
• Discounts on company products for employees"
스텝페이,"마감일
2023-07-21",DevOps,devops/시스템 엔지니어,"• 나이: 제한없음
• 학력: 컴퓨터공학 학사 이상 학위 혹은 그에 준하는 경력 보유자 가능
• 연차: 3년차 이상

[이런 분을 모십니다!]
• Kubernetes 환경에서 3년 이상 자사 서비스 운영 경험이 있으신 분
• MSA 기반의 서비스 운영 경험이 있으신 분
• kotlin, typescript, python 등 한 가지 이상 언어를 활용하실 수 있으신 분
• GitOps 적용 경험 및 helm과 같은 IaC 경험이 있으신 분

[이런 기술을 활용합니다]
• 네이버 금융 클라우드, AWS
• Git, GitHub, GitHub Actions 등
• Kubernetes, Docker, ArgoCD, Helm, Telepresence 등

[일할 때에는]
• 자사 서비스는 Spring Boot 와 React(with TypeScript)를 주로 사용합니다.
• 모놀리식 아키텍쳐보다 MSA를 선호합니다.
• 개발 할 때는 Github, Jetbrain Tool, AWS, NCP 등을 주로 사용합니다.
• 협업 툴로는 Google Apps, Notion, Slack, Clickup, Figma 를 사용합니다.
• 모든 일은 OKR - LEAN - SPRINT - MEASURE 단계로 이루어집니다. 
(스타트업의 프로세스를 제대로 경험할 수 있습니다.)
• 매주 금요일 코드 리뷰를 통해 작업 내용을 공유하고 코드 품질을 개선해나갑니다.","[우대사항]
• 필요한 도구가 있다면 직접 만들어서 사용하실 수 있는 분
• 인프라스트럭처 개선에 대하여 의욕적이고 도전 정신이 있으신 분
• 새로운 기술을 학습하고 업무에 적용하며 이를 공유하는 것을 좋아하시는 분

[공통 우대사항] 
• 평균 연령 32세와 어울릴 수 있는 정신연령 혹은 드립력의 보유자
• “아 이거 불편하네”, “이거 재밌겠는데?” 싶었던 것을 직접 개발해본 경험이 있으신 분
• 문제에 봉착했을 때 끝까지 해결해내는 근성을 가지신 분
• 새로운 기술 및 언어에 관심이 많고, 시도해보는 것이 즐거우신 분
• 나와 다른 분야에도 관심이 많으신 분. 직군에 상관없이 의견을 내고, 다양한 의견을 수용할 수 있는 분","경력
경력 3~10년","AWS
GitHub
Helm
Kubernetes
MSA
Kotlin
Python
TypeScript",https://www.jumpit.co.kr/position/17641,"• 회사에서 돈쓰지마세요! 월급은 고스란히 통장에!
• 밥값 모두모두 법인카드로!! 맛있는 것 먹으러 많이 다녀요~(코시국이라 지금은 주로 점심에 1만원 내외 맛있는 것들을 시켜 먹습니다.)
• 분기에 한 번씩 코스트코 혹은 이마트 온라인몰 간식 쇼핑! 각자 먹고싶은 걸 담습니다. (사실 한 달에 2-3번 시켜요..)
• 당연하지만 야근시 석식 & 택시비 지원
• 성장을 위한 세미나, 도서비, 강의비 등 자기계발비 지원
• 출퇴근 지옥철 탈출. 오전 10시 출근으로 평화로운 출근길
• 당연하지만 맥북 & Pivot 모니터 지원"
위드네트웍스,"마감일
상시",[위드네트웍스] 네트워크 엔지니어,devops/시스템 엔지니어,"• 네트워크 엔지니어 경력 보유자
• R&S, Wireless 관련 지식/기술 보유자
• 운전 가능자",• Cisco 등 자격증 보유자 우대,"경력
경력 3~5년","L2
L3
Network
Cisco",https://www.jumpit.co.kr/position/12673,• 중식 지원 / 야근식대 지원 / 복지 포인트 / 장기 근속자 포상 / 우수사원 포상 / 자유로운 연차 사용
이몰디노,"마감일
상시",[eMoldino] DevOps 아키텍트,devops/시스템 엔지니어,"• DevOps 또는 관련 아키텍트 업무 경험이 있으신 분
• DevOps 관련 기술에 대한 이해가 깊으신 분
• 기업용 시스템, 네트워크, 보안, 시스템 연동에 대한 지식이 있으신 분
• 데이터베이스 운영 실무경험자 (MySQL 등)
• 컴퓨터 사이언스 또는 관련 전공자","• 대용량 데이터 운영 경험이 있으신 분
• AWS 등의 클라우드 기반 서비스를 개발하고 운영한 경험이 있는 분
• MSA(Micro Service Architecture), EDA(Event Driven Architecture)에 대한 경험 또는 관련 기술에 대한 이해가 있으신 분
• Kubernetes 기반 시스템 구축 및 운영 경험이 있으신 분
• 공급망 관리 솔루션(SCM), 스마트팩토리(Smart Factory), 설비 및 금형 관리, 기업용 소프트웨어에 대한 경험 보유자
• 기업용 소프트웨어에 관심이 높은 지원자
• 영어 회화가 유창하신 분","경력
경력 3~5년","MySQL
AWS
MSA
EDA",https://www.jumpit.co.kr/position/17862,"• 커스터마이즈 없이 옵션설정 만으로 모든 대기업 고객에게 서비스를 제공하는 진정한 기업용 SaaS 솔루션입니다.
• 3개국 6개 기관에서 10여개국 기술진이 함께 기획/설계/개발/테스트하여 개발합니다.
• 표준화된 개발플랫폼으로 개발되어 여러 모듈 간에 마이크로프론트엔드/마이크로서비스 방식으로 상호 연동되어 동작합니다.
• 최신 기술을 이용하여 전 세계의 멀티리전 대상으로 자동 프로비저닝/배포/스케일링을 제공하는 중앙화된 DevOps 플랫폼을 제공합니다.
• 전 세계 대기업 빅데이터로 구성된 중앙화된 데이터-허브로 부터 현장 방문없이 이몰디노 사무실에서 고객 데이터를 분석할 수 있습니다.
• 현장 IoT센서와 백엔드 시스템 간의 안정적인 데이터 통신을 위한 엣지컴퓨팅 및 보안 기술을 지원합니다.
• 하나의 솔루션을 통해서 IoT센서, 웹/모바일 어플리케이션, AI/ML, 시스템연동, 클라우드플랫폼 등 다양한 분야를 동시에 경험할 수 있습니다."
오케스트로,"마감일
상시",프로젝트 수행 및 유지보수-개발 (DevOps),devops/시스템 엔지니어,"• 웹 기반 개발 경험자
• Front-end(Vue.js, JavaScript) 활용 가능하신 분
• Back-end(Java, SpringBoot) 활용 가능하신 분","• 클라우드 경험이 있으신 분
• Spring Framework를 이용하여 개발을 진행해 보신 분 
• Vue.js 활용 가능하신 분 
• Linux 환경에 오픈소스를 설치 및 사용해 보신 분
• 책임감이 투철하고 배우려는 열정을 보유하신 분
• 유연한 커뮤니케이션 능력을 보유하신 분","경력
경력 2~10년","Vue.js
JavaScript
Java
Spring Boot
vmware
IntelliJ IDEA
Spring Framework",https://www.jumpit.co.kr/position/17839,"• 자율 출퇴근
매일 매일 편한 시간에 출근하세요(9~10) 
하루 8시간 열심히 근무하신다면 언제든지 퇴근 하셔도 괜찮아요

• 식비 지원
오케스트로는 점심 저녁 식대를 제공해드려요
매일 매일 맛있는 식사로 힐링해 보세요 

• 각종 휴가 지원 
눈치 보지 말고 자유롭게 신청하세요 (연차, 반차, 반반차 운영)
여름휴가(연차 외 최대 3일), 기념일 휴가(본인, 자녀 입학/졸업식 유급)를 제공해드려요

• 개인 장비 지급 (Mac Pro, 모니터 등)
빛나는 성과를 내는데 꼭 필요한 최고급 사양의 업무용 장비를 지원해드려요
필요한 장비, 필요한 소프트웨어는 언제든지 지원해드리니 부담 없이 요청해주세요

• 도서 구입비 지원
개인의 성장이 조직의 성장을 이끈다고 믿어요
새로이 발전하는 기술 트렌드를 익히고 발전시킬 수 있도록 교육비, 도서 구입비를 지원해드려요

• 결혼 장려금 / 출산 장려금 지원
개인의 생활과 직장이 조화를 이루도록 지원해드려요
일생에 가장 축하할 일인 결혼과 출산 장려금을 드려요 

• 자유로운 복장
개인의 개성과 스타일을 존중해요
편하게 입으시고, 눈치 보지 마세요

• 그 외
종합 건강검진, 생일 축하(선물 & 조기 퇴근), 명절 선물 등"
